,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Годинанаградба,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Адреса,Годинанареновирање
3497,82000€,41.978187,21.427388,3,73m²,Централно,4кат,ВоЗграда,Стар,Празен,Не,1975,2Балкони,1,Не,1Паркинг,Североисток,Центар-позадиБилнааптека,
3498,150000€,41.978187,21.427388,4,103m²,Струја,2кат,ВоЗграда,Нов,Празен,Да,2019,2Балкони,2,Не,1Гаража,Југ,Центар-ДолноВодно,
3499,77000€,41.978187,21.427388,2,52m²,Централно,3кат,ВоЗграда,Реновиран,Полунаместен,Не,1958,1Балкон,1,Да,2Паркингместа,Југ,Центар-ХотелЈадран,2015
3500,1€,41.9870695865131,21.4519291484375,3,56m²,Струја,Приземје,ВоЗграда,Нов,Наместен,Не,,1Тераса,1,Не,1Паркинг,Југ,скопје,
3501,81000€,41.949632,21.502494,3,91m²,Централно,5кат,ВоЗграда,Стар,Полунаместен,Да,,1Балкон,1,Да,1Паркинг,Југозапад,,
3502,1100€,41.9870695865131,21.4519291484375,2,56m²,Нема,4кат,ВоЗграда,Стар,Празен,Да,1980,1Балкон,1,Да,Нема,Исток,50taDEVIZIJA,
3503,1320€,41.9870695865131,21.4519291484375,3,65m²,Централно,5кат,ВоЗграда,Стар,Празен,Да,1980,Нема,1,Не,Нема,Северозапад,DAMEGRUEV,
3504,350€,41.949632,21.502494,35,60m²,Нема,Приземје,Вокуќа,Нов,Наместен,Не,2020,2Балкони,1,Да,3Паркингместа,Исток,mitrevlaot,2020
3505,550€,41.51282,20.96083,15,44m²,Дрва,4кат,ВоЗграда,Стар,Празен,Да,2009,1Балкон,1,Да,2Паркингместа,Исток,11Септември,
3506,118000€,41.9870695865131,21.4519291484375,4,120m²,Струја,3кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,Повеќеод2,Да,1Паркинг,Југ,Taftalidze2,2021
3507,46500€,41.9870695865131,21.4519291484375,2,35m²,Централно,Приземје,ВоЗграда,Нов,Празен,Да,2020,1Балкон,1,Не,1Паркинг,Исток,,
3508,200€,41.9870695865131,21.4519291484375,1,30m²,Струја,1кат,ВоЗграда,Нов,Наместен,Да,2018,1Балкон,1,Не,Нема,Исток,29Noemvri,
3509,43000€,42.009423,20.971549,2,48m²,Струја,3кат,ВоЗграда,Стар,Полунаместен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток,StrogCentar,
3510,1€,41.9870695865131,21.4519291484375,3,77m²,Нема,8кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,1Паркинг,Југозапад,,
3511,79500€,41.949632,21.502494,3,85m²,Струја,1кат,ВоЗграда,Стар,Празен,Не,,1Балкон,2,Да,Нема,Исток,Micurin,
3512,45000€,42.009423,20.971549,2,48m²,Струја,1кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Да,Повеќеод3паркингместа,Југ,Blok82,
3513,44000€,42.00877,21.45126,2,68m²,Струја,Приземје,ВоЗграда,Реновиран,Празен,Не,1,1Балкон,1,Да,1Паркинг,Југоисток,Madzari,1
3514,81600€,41.978187,21.427388,3,75m²,Централно,2кат,ВоЗграда,Стар,Празен,Не,,1Тераса,1,Да,Нема,Запад,СКОПЈЕ,
3515,108000€,41.991502,21.39781,5,93m²,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,,1Балкон,2,Да,Нема,Исток,Karpos1,
3516,70000€,41.949632,21.502494,3,73m²,Централно,1кат,ВоЗграда,Реновиран,Наместен,Да,1980,1Балкон,1,Да,1Паркинг,Северозапад,Аеродром,2018
3517,1250€,41.9870695865131,21.4519291484375,15,38m²,Централно,2кат,ВоЗграда,Нов,Празен,Да,2021,Нема,1,Не,Нема,Север,ПортаАеродромТобако2,
3518,122000€,41.991502,21.39781,4,104m²,Централно,2кат,ВоЗграда,Реновиран,Полунаместен,Да,2005,2Балкони,2,Да,Повеќеод3паркингместа,Североисток,Карпош,2015
3519,1€,41.9870695865131,21.4519291484375,3,70m²,Централно,2кат,ВоЗграда,Стар,Празен,Да,1980,1Балкон,1,Не,1Паркинг,Југозапад,CENTAR,
3520,79990€,42.009423,20.971549,35,89m²,Струја,3кат,ВоЗграда,Нов,Наместен,Да,,2Балкони,1,Не,Гаража+1Паркинг,Југоисток,Blok70,
3521,1150€,41.931839,21.502835,3,77m²,Струја,1кат,ВоЗграда,Воградба,Празен,Не,2021,1Балкон,2,Не,1Гаража,Југ,КиселаВода,
3522,92600€,41.9870695865131,21.4519291484375,3,63m²,Централно,1кат,ВоЗграда,Нов,Полунаместен,Да,2020,1Тераса,2,Не,1Паркинг,Исток,ДебарМаало,2020
3523,86000€,41.9870695865131,21.4519291484375,2,86m²,Централно,3кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,Нема,Југ,,
3524,95000€,41.9870695865131,21.4519291484375,3,80m²,Централно,2кат,ВоЗграда,Стар,Празен,Да,,1Балкон,1,Не,1Паркинг,Југ,,
3525,1€,41.9870695865131,21.4519291484375,2,50m²,Централно,1кат,ВоЗграда,Стар,Празен,Да,1985,1Балкон,1,Не,1Паркинг,Југозапад,CENTAR,
3526,68000€,41.978187,21.427388,3,55m²,Централно,Приземје,ВоЗграда,Реновиран,Празен,Да,,Нема,1,Не,1Паркинг,Исток,karpostaftalidzeruzveltova,
3527,64000€,41.949632,21.502494,3,64m²,Друго,4кат,ВоЗграда,Стар,Празен,Да,,1Балкон,1,Не,1Паркинг,Исток,,
3528,1€,42.013646,21.32586,3,75m²,Струја,3кат,ВоЗграда,Воградба,Празен,Да,2021,2Балкони,1,Не,Нема,Југоисток,ЃОРЧЕПЕТРОВ,
3529,56000€,42.0037115358715,21.4607194097334,25,60m²,Централно,Приземје,ВоЗграда,Стар,Полунаместен,Не,1990,1Балкон,1,Да,3Паркингместа,Запад,Avtokomanda,2007
3530,50000€,42.009423,20.971549,25,63m²,Соларнаенергија,5кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,1Паркинг,Југоисток,Blok70,
3531,24000€,42.009423,20.971549,2,34m²,Струја,4кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток,StrogCentar,
3532,1€,41.991502,21.39781,3,64m²,Централно,2кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,Нема,Исток,karpostaftalidze,
3533,1МКД,41.0290444646744,21.3378717000887,3,68m²,Централно,8кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,2,Не,1Паркинг,Југ,,
3534,78000€,41.949632,21.502494,3,72m²,Струја,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,1963,1Балкон,1,Да,3Паркингместа,Југоисток,Vladimirkomarovbr6,2019
3535,105000€,41.9975943708276,20.9615098799931,4,131m²,Централно,5кат,ВоЗграда,Нов,Наместен,Да,2011,3Балкони,2,Не,Нема,Југозапад,KajstariotTetovskiuniverzitetBenzinskaGULF,2021
3536,63000€,41.9870695865131,21.4519291484375,35,82m²,Централно,6кат,ВоЗграда,Стар,Празен,Да,,2Балкони,2,Не,1Гаража,Североисток,МихаилЧаковбр9,
3537,75000€,42.009423,20.971549,3,90m²,Струја,1кат,ВоЗграда,Нов,Наместен,Не,,2Балкони,1,Да,Повеќеод3паркингместа,Југозапад,Tetovchanka,
3538,850€,42.009423,20.971549,45,121m²,Централно,6кат,ВоЗграда,Нов,Празен,Да,2018,2Балкони,2,Не,Гаража+1Паркинг,Југоисток,najstrogCentar,
3539,2€,41.0259364540499,21.3341563940048,4,82m²,Струја,1кат,ВоЗграда,Реновиран,Луксузен,Не,,1Балкон,1,Да,1Паркинг,Југ,ПитуГули25,
3540,1250€,41.978187,21.427388,3,68m²,Друго,1кат,ВоЗграда,Нов,Празен,Да,,Тераса+1Балкон,1,Не,Нема,Исток,,
3541,13€,41.978187,21.427388,3,65m²,Струја,Приземје,ВоЗграда,Нов,Празен,Да,2019,1Балкон,2,Не,Нема,Југ,Vodno,2019
3542,41600€,41.931839,21.502835,15,29m²,Струја,1кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,1Паркинг,Североисток,КиселаВода,
3543,79000€,41.978187,21.427388,2,54m²,Друго,4кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,1Паркинг,Југоисток,Центар-ДебарМаало,
3544,57000€,42.009423,20.971549,4,80m²,Струја,2кат,ВоЗграда,Стар,Празен,Да,,1Балкон,1,Да,1Паркинг,Исток,Tetovchanka,
3545,1€,41.931839,21.502835,3,105m²,Централно,5кат,ВоЗграда,Нов,Полунаместен,Да,,1Балкон,2,Не,1Паркинг,Исток,CentarAerodromKiselaVoda,
3546,1МКД,41.484224,22.089622,3,57m²,Дрва,1кат,ВоЗграда,Стар,Полунаместен,Не,1987,2Балкони,1,Да,1Паркинг,Североисток,,
3547,1€,41.949632,21.502494,5,105m²,Нема,1кат,Вокуќа,Стар,Празен,Не,1980,1Балкон,1,Да,1Паркинг,Запад,lisiceлисиче,
3548,По договор,41.9870695865131,21.4519291484375,35,78m²,Струја,4кат,ВоЗграда,Реновиран,Празен,Не,80,1Тераса,1,Да,1Гаража,Запад,Ooo,2018
3549,611€,41.111733,20.798579,3,72m²,Друго,4кат,ВоЗграда,Стар,Полунаместен,Да,,1Балкон,1,Не,2Паркингместа,Запад,ohrid,
3550,550€,42.132926,21.715878,3,65m²,Друго,2кат,ВоЗграда,Реновиран,Празен,Да,,2Балкони,1,Да,1Паркинг,Исток,,
3551,55000€,41.111733,20.798579,3,72m²,Струја,1кат,ВоЗграда,Нов,Наместен,Не,,1Балкон,1,Не,2Паркингместа,Југоисток,Ezerskilozja,
3552,65000€,41.111733,20.798579,3,80m²,Друго,3кат,ВоЗграда,Стар,Полунаместен,Да,,1Балкон,1,Да,2Паркингместа,Запад,ohrid,
3553,36900€,41.851257345914,23.4888464532208,25,57m²,Друго,1кат,ВоЗграда,Нов,Наместен,Не,2006,1Балкон,1,Не,Повеќеод3паркингместа,Југ,EvtinstanvoBansko,
3554,69999€,41.991502,21.39781,25,70m²,Централно,8кат,ВоЗграда,Реновиран,Празен,Да,,Тераса+1Балкон,1,Да,Повеќеод3паркингместа,Југ,СКОПЈЕ,
3555,165000€,41.111733,20.798579,4,93m²,Друго,4кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Не,1Паркинг,Југ,,
3556,34000€,41.111733,20.798579,2,49m²,Струја,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Не,1Паркинг,Запад,,
3557,31000€,41.111733,20.798579,1,36m²,Друго,Приземје,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Не,1Паркинг,Југозапад,ulGoceDelcev,
3558,99990€,42.009423,20.971549,4,118m²,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,,Тераса+1Балкон,2,Да,Повеќеод3паркингместа,Североисток,StrogCentar,
3559,150000€,41.978187,21.427388,4,136m²,Струја,1кат,ВоЗграда,Нов,Полунаместен,Не,,2Балкони,2,Не,1Паркинг,Југ,VODNO,
3560,37000€,42.009423,20.971549,3,54m²,Струја,5кат,ВоЗграда,Нов,Полунаместен,Не,,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток,Blok70,
3561,950€,41.9870695865131,21.4519291484375,2,53m²,Нема,4кат,ВоЗграда,Воградба,Празен,Да,2021,1Тераса,1,Не,Нема,Југ,MiceKozarbr35,
3562,По договор,41.9870695865131,21.4519291484375,3,105m²,Струја,2кат,ВоЗграда,Нов,Наместен,Да,2012,1Тераса,2,Не,1Паркинг,Северозапад,TodorAleksandrov,2012
3563,950€,41.111733,20.798579,3,67m²,Друго,2кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Исток,ohrid,
3564,1950МКД,41.978187,21.427388,1,28m²,Централно,1кат,ВоЗграда,Нов,Наместен,Не,2010,1Балкон,1,Не,1Паркинг,Југ,Vardarska27Centar,2018
3565,1100€,41.993825,21.436139,5,136m²,Струја,5кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,2,Не,1Гаража,Северозапад,,
3566,1300€,41.1161170072429,20.8047762080404,3,90m²,Струја,4кат,ВоЗграда,Нов,Празен,Да,2020,1Балкон,1,Не,Нема,Југ,улТуристичкабб(староНаполеон),
3567,83000€,42.009423,20.971549,4,139m²,Струја,5кат,ВоЗграда,Реновиран,Полунаместен,Не,,2Балкони,2,Да,Повеќеод3паркингместа,Југозапад,Blok70,
3568,77000€,41.111733,20.798579,25,75m²,Струја,2кат,ВоЗграда,Реновиран,Наместен,Да,,2Балкони,1,Да,1Паркинг,Југ,,
3569,108000€,41.9870695865131,21.4519291484375,3,90m²,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,2,Не,1Паркинг,Запад,Centar,
3570,1€,41.9790829143597,21.4317626611495,4,88m²,Струја,2кат,ВоЗграда,Нов,Празен,Не,,1Балкон,2,Не,2Паркингместа,Југоисток,,
3571,1€,41.9870695865131,21.4519291484375,3,60m²,Струја,Приземје,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Да,Повеќеод3паркингместа,Југ,nikolaparapunov,2017
3572,45000€,41.0291566030974,21.3304967914765,2,45m²,Струја,1кат,ВоЗграда,Нов,Наместен,Не,2018,1Балкон,1,Не,Нема,Југозапад,Tusin1a/3,
3573,30000€,41.931839,21.502835,1,30m²,Централно,1кат,ВоЗграда,Стар,Наместен,Не,,1Балкон,1,Да,1Паркинг,Исток,,
3574,76500€,41.978187,21.427388,3,57m²,Централно,Приземје,ВоЗграда,Реновиран,Празен,Да,2002,1Тераса,1,Не,1Паркинг,Југ,СКОПЈЕ,
3575,80000€,41.978187,21.427388,2,64m²,Централно,2кат,,,,,,,,,,,,
3576,По договор,41.9870695865131,21.4519291484375,35,72m²,Друго,4кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,2,Да,1Паркинг,Запад,ПартизанскиОдреди145,
3577,1€,41.978187,21.427388,3,71m²,Централно,Поткровје,ВоЗграда,Реновиран,Наместен,Да,2007,1Тераса,1,Не,1Паркинг,Запад,СКОПЈЕ,
3578,По договор,41.949632,21.502494,35,81m²,Централно,4кат,ВоЗграда,Реновиран,Празен,Не,1970,1Тераса,1,Да,2Паркингместа,Југозапад,Острово,2012
3579,1150€,41.9870695865131,21.4519291484375,2,47m²,Централно,10кат,ВоЗграда,Реновиран,Наместен,Да,1991,1Балкон,1,Да,1Паркинг,Југоисток,Aerodrom,2015
3580,По договор,41.9870695865131,21.4519291484375,4,78m²,Струја,5кат,ВоЗграда,Реновиран,Празен,Не,70,1Тераса,1,Да,1Паркинг,Запад,,2015
3581,По договор,41.111733,20.798579,2,44m²,Нема,3кат,ВоЗграда,Нов,Празен,Не,,1Балкон,1,Не,Повеќеод3паркингместа,Запад,,
3582,1€,41.9870695865131,21.4519291484375,5,145m²,Централно,7кат,ВоЗграда,Реновиран,Празен,Да,2000,2Балкони,2,Не,1Паркинг,Југоисток,karposh,2010
3583,1€,41.440569,22.639528,4,105m²,Друго,1кат,ВоЗграда,Нов,Празен,Да,2020,2Балкони,2,Да,2Паркингместа,Исток,1,2021
3584,1300€,41.9870695865131,21.4519291484375,3,95m²,Централно,4кат,ВоЗграда,Воградба,Празен,Да,2022,1Тераса,1,Не,Гаража+Повеќеод3паркингместа,Североисток,Praska,2022
3585,По договор,41.9870695865131,21.4519291484375,3,69m²,Централно,2кат,ВоЗграда,Нов,Празен,Да,2019,2Балкони,2,Не,1Паркинг,Југ,Debarmalo,2021
3586,1400€,41.9870695865131,21.4519291484375,4,116m²,Струја,3кат,ВоЗграда,Воградба,Празен,Да,2022,Тераса+1Балкон,2,Да,1Гаража,Југ,DolnoVodno,2022
3587,80000€,41.9870695865131,21.4519291484375,2,78m²,Централно,Приземје,ВоЗграда,Нов,Полунаместен,Да,2020,1Балкон,1,Не,1Гаража,Запад,Praska,2021
3588,1€,41.9870695865131,21.4519291484375,3,78m²,Струја,2кат,ВоЗграда,Нов,Празен,Да,2005,1Балкон,1,Не,1Паркинг,Југозапад,KVODA,
3589,220€,41.991502,21.39781,3,80m²,Централно,3кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,1Паркинг,Југ,BulPartizanskiodredi93,
3590,53000€,41.949632,21.502494,1,51m²,Централно,8кат,ВоЗграда,Стар,Наместен,Да,,Нема,1,Да,Нема,Северозапад,,
3591,1350€,41.9870695865131,21.4519291484375,4,124m²,Централно,5кат,ВоЗграда,Нов,Полунаместен,Да,2017,3Балкони,Повеќеод2,Не,1Паркинг,Југ,TaftalidzeCentarKapistecТафталиџеЦентарКапишт,
3592,1€,41.9870695865131,21.4519291484375,3,91m²,Централно,12кат,ВоЗграда,Реновиран,Празен,Да,1980,1Балкон,2,Не,1Паркинг,Југозапад,CENTAR,2010
3593,800€,42.009423,20.971549,3,127m²,Струја,7кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,2,Не,1Паркинг,Југ,VoblizinanaStaraGradinka,
3594,90000€,42.009423,20.971549,4,100m²,Струја,5кат,ВоЗграда,Нов,Полунаместен,Да,,1Балкон,1,Не,1Паркинг,Југоисток,Tetovcanka,
3595,100000€,41.9870695865131,21.4519291484375,3,70m²,Централно,5кат,ВоЗграда,Реновиран,Наместен,Да,,2Балкони,1,Не,Нема,Југоисток,SKOPJE,
3596,1250€,41.9870695865131,21.4519291484375,4,83m²,Централно,5кат,ВоЗграда,Нов,Празен,Да,,1Балкон,2,Не,Нема,Југ,булПартизанскиОдреди,
3597,64000€,41.9870695865131,21.4519291484375,2,54m²,Централно,1кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,1,Не,1Паркинг,Исток,ул50таДивизија,
3598,105000€,41.991502,21.39781,3,82m²,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,1997,2Балкони,2,Да,1Паркинг,Југ,Илинденска97,
3599,670€,41.173346,20.677493,6,103m²,Струја,3кат,ВоЗграда,Нов,Полунаместен,Не,2010,Тераса+1Балкон,2,Да,1Паркинг,Исток,Struga,
3600,58000€,41.931839,21.502835,2,64m²,Друго,3кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,Нема,Исток,,
3601,72000€,41.9870695865131,21.4519291484375,3,74m²,Централно,4кат,ВоЗграда,Стар,Празен,Да,1980,1Тераса,2,Да,Нема,Запад,,
3602,1€,41.931839,21.502835,2,45m²,Централно,3кат,ВоЗграда,Воградба,Празен,Да,,1Балкон,1,Не,Повеќеод3паркингместа,Исток,KiselaVoda,
3603,По договор,41.949632,21.502494,2,53m²,Струја,12кат,ВоЗграда,Нов,Луксузен,Да,,1Балкон,1,Не,1Паркинг,Исток,,
3604,60000€,42.003425,21.463615,3,94m²,Централно,5кат,ВоЗграда,Стар,Празен,Не,,1Тераса,2,Да,1Паркинг,Југозапад,Avtokomanda,
3605,999999999МКД,41.949632,21.502494,3,54m²,Централно,2кат,ВоЗграда,Стар,Празен,Не,,Нема,1,Не,1Паркинг,Запад,,
3606,1€,42.00877,21.45126,3,80m²,Централно,6кат,ВоЗграда,Нов,Празен,Да,,1Тераса,2,Не,Нема,Североисток,Avtokomanda,
3607,45000€,42.00877,21.45126,2,56m²,Струја,3кат,ВоЗграда,Воградба,Празен,Не,2021,1Тераса,1,Не,1Паркинг,Североисток,Cento,
3608,1350€,41.978187,21.427388,4,105m²,Централно,4кат,ВоЗграда,Реновиран,Полунаместен,Не,2001,1Тераса,2,Не,1Паркинг,Југозапад,CENTAR-UNIVERZALNASALA,
3609,По договор,41.931839,21.502835,3,53m²,Струја,4кат,ВоЗграда,Воградба,Празен,Да,2021,1Балкон,1,Не,Нема,Североисток,,
3610,По договор,41.111733,20.798579,3,69m²,Друго,7кат,ВоЗграда,Стар,Празен,Да,,1Балкон,1,Не,2Паркингместа,Запад,ohrid,
3611,62000€,41.991502,21.39781,2,50m²,Друго,2кат,ВоЗграда,Нов,Празен,Да,2021,1Тераса,1,Не,1Паркинг,Северозапад,,
3612,1300€,41.111733,20.798579,15,36m²,Струја,2кат,ВоЗграда,Нов,Празен,Да,,1Тераса,1,Не,1Паркинг,Југ,UlTuristicka,
3613,1250€,42.00877,21.45126,3,80m²,Централно,6кат,ВоЗграда,Нов,Празен,Да,2021,Тераса+1Балкон,1,Не,Нема,Север,Avtokomanda,
3614,1150€,41.111733,20.798579,3,60m²,Струја,5кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,Нема,Југ,UlLazoTrposki,
3615,1500€,41.9870695865131,21.4519291484375,35,77m²,Централно,2кат,ВоЗграда,Нов,Празен,Да,2021,1Тераса,1,Не,1Паркинг,Југ,BulPartizanskiOdredi,
3616,46000€,41.991502,21.39781,2,37m²,Друго,1кат,ВоЗграда,Нов,Празен,Да,2022,1Балкон,1,Не,1Паркинг,Северозапад,,
3617,160000€,41.978187,21.427388,4,130m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,1975,2Балкони,2,Не,1Гаража,Југозапад,Центар-ГрадскиЅидспротиЦрвенКрст,
3618,1100€,41.9870695865131,21.4519291484375,4,96m²,Друго,2кат,ВоЗграда,Стар,Празен,Не,2007,2Балкони,2,Да,1Паркинг,Североисток,,
3619,920€,41.1768208834302,20.682932138443,35,71m²,Нема,4кат,ВоЗграда,Нов,Наместен,Да,2019,2Балкони,2,Не,1Паркинг,Југ,MarksEngelsova34,
3620,49000€,41.111733,20.798579,25,45m²,Струја,Приземје,ВоЗграда,Реновиран,Наместен,Не,,Нема,1,Не,1Паркинг,Исток,UlBogomilska,
3621,1200€,41.9870695865131,21.4519291484375,2,55m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Не,,2Балкони,1,Да,1Паркинг,Исток,,
3622,49000€,41.949632,21.502494,25,56m²,Централно,4кат,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,1Паркинг,Исток,,
3623,110000€,41.9870695865131,21.4519291484375,3,105m²,Централно,8кат,ВоЗграда,Нов,Празен,Да,2010,3Балкони,Повеќеод2,Да,1Паркинг,Североисток,KARPOS,
3624,По договор,41.715954,21.770997,25,45m²,Струја,Приземје,ВоЗграда,Нов,Наместен,Не,2018,1Балкон,1,Да,Повеќеод3паркингместа,Исток,BLAGOJGJOREV,2018
3625,105000€,41.991502,21.39781,3,82m²,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,1997,2Балкони,2,Да,1Паркинг,Југ,БулИлинден,
3626,1500€,41.9870695865131,21.4519291484375,35,76m²,Централно,3кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,1Паркинг,Југоисток,CENTAR,
3627,1€,41.9870695865131,21.4519291484375,25,66m²,Централно,1кат,ВоЗграда,Реновиран,Полунаместен,Не,1970,1Балкон,1,Да,1Паркинг,Исток,CENTAR,2020
3628,1€,41.9870695865131,21.4519291484375,3,85m²,Централно,2кат,ВоЗграда,Реновиран,Полунаместен,Да,1980,2Балкони,2,Не,1Паркинг,Југозапад,CENTAR,2021
3629,1€,41.9870695865131,21.4519291484375,35,87m²,Централно,1кат,ВоЗграда,Стар,Полунаместен,Да,1980,2Балкони,2,Не,1Паркинг,Југозапад,CENTAR,2020
3630,1€,41.9870695865131,21.4519291484375,6,200m²,Централно,2кат,ВоЗграда,Нов,Полунаместен,Да,2010,1Балкон,2,Не,1Паркинг,Запад,CENTAR,
3631,1€,41.9870695865131,21.4519291484375,3,76m²,Централно,2кат,ВоЗграда,Стар,Празен,Да,1980,1Балкон,1,Не,1Паркинг,Југозапад,CENTAR,
3632,38000€,42.013646,21.32586,1,34m²,Струја,4кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Северозапад,,
3633,1400€,41.978187,21.427388,2,49m²,Струја,3кат,Вокуќа,Воградба,Празен,Да,2022,1Балкон,1,Не,1Гаража,Исток,Центар-спротидржавнаболница,
3634,По договор,41.991502,21.39781,2,55m²,Централно,Приземје,ВоЗграда,Реновиран,Празен,Да,,1Тераса,1,Не,Повеќеод3паркингместа,Запад,Карпош,
3635,1250€,41.978187,21.427388,3,58m²,Друго,2кат,ВоЗграда,Нов,Празен,Не,,1Тераса,1,Не,Нема,Исток,,
3636,300€,41.9870695865131,21.4519291484375,25,78m²,Централно,Приземје,ВоЗграда,Нов,Полунаместен,Да,,1Балкон,1,Не,1Паркинг,Југ,SKOPJE,
3637,65000€,41.9870695865131,21.4519291484375,2,58m²,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,1,Не,1Паркинг,Југ,,
3638,90000€,41.9870695865131,21.4519291484375,4,108m²,Централно,2кат,ВоЗграда,Реновиран,Празен,Да,,2Балкони,2,Да,Повеќеод3паркингместа,Југ,,
3639,1050€,41.9870695865131,21.4519291484375,4,82m²,Централно,2кат,ВоЗграда,Нов,Празен,Не,,2Балкони,2,Не,1Гаража,Југоисток,,
3640,105000€,41.991502,21.39781,3,82m²,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,1997,2Балкони,2,Да,1Паркинг,Југ,ВулИлинденбр97,
3641,1200€,41.9870695865131,21.4519291484375,3,69m²,Друго,Приземје,ВоЗграда,Нов,Празен,Не,,1Балкон,1,Не,1Паркинг,Југ,,
3642,1€,41.9870695865131,21.4519291484375,2,45m²,Централно,4кат,ВоЗграда,Нов,Наместен,Да,2015,1Тераса,1,Да,1Гаража,Југ,,
3643,90000€,41.949632,21.502494,3,66m²,Централно,7кат,ВоЗграда,Реновиран,Наместен,Да,,1Балкон,2,Не,1Паркинг,Југ,,
3644,83000€,41.949632,21.502494,3,70m²,Централно,Приземје,ВоЗграда,Реновиран,Полунаместен,Да,,1Балкон,1,Да,1Паркинг,Југ,,
3645,800€,41.949632,21.502494,4,101m²,Централно,3кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Исток,,
3646,58000€,41.978187,21.427388,3,60m²,Струја,5кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,Повеќеод3паркингместа,Југозапад,,
3647,151000€,41.9870695865131,21.4519291484375,4,131m²,Централно,2кат,ВоЗграда,Стар,Празен,Да,1974,3Балкони,2,Не,1Гаража,Североисток,,
3648,79990€,42.009423,20.971549,3,92m²,Струја,4кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,1Гаража,Југозапад,StrogCentar,
3649,70000€,41.949632,21.502494,2,50m²,Струја,8кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Да,1Гаража,Југозапад,,
3650,110000€,41.9870695865131,21.4519291484375,35,81m²,Струја,Приземје,ВоЗграда,Нов,Наместен,Да,2016,1Балкон,2,Не,Гаража+1Паркинг,Југозапад,,
3651,55000€,42.013646,21.32586,2,51m²,Струја,6кат,ВоЗграда,Стар,Наместен,Да,2009,1Тераса,1,Не,3Паркингместа,Север,ЃорчеПетров,
3652,47000€,41.9870695865131,21.4519291484375,15,34m²,Струја,7кат,ВоЗграда,Нов,Празен,Да,2021,1Балкон,1,Не,1Паркинг,Исток,ДоАмериканколеџ,
3653,97750€,41.9870695865131,21.4519291484375,4,65m²,Централно,Приземје,ВоЗграда,Воградба,Празен,Да,2022,1Балкон,2,Не,1Гаража,Исток,,
3654,1300€,41.991502,21.39781,3,69m²,Струја,4кат,ВоЗграда,Нов,Полунаместен,Да,2019,1Тераса,2,Не,1Гаража,Североисток,Тафталиџе2,2019
3655,230000€,41.9870695865131,21.4519291484375,4,153m²,Друго,5кат,ВоЗграда,Нов,Луксузен,Да,2018,Нема,Повеќеод2,Не,Нема,Југ,,
3656,74100€,41.931839,21.502835,3,78m²,Струја,1кат,ВоЗграда,Нов,Празен,Да,,2Балкони,2,Не,1Паркинг,Североисток,КВода-Расадник,
