,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Годинанаградба,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Адреса,Годинанареновирање
10256,35000€,42.132926,21.715878,3,70m²,Друго,5кат,ВоЗграда,Стар,Наместен,Не,,2Балкони,1,Да,Нема,Запад,OktomvriskaRevolucija,
10257,1080€,41.9870695865131,21.4519291484375,3,53m²,Централно,Приземје,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Југ,,
10258,48000€,41.9870695865131,21.4519291484375,25,52m²,Нема,4кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Да,1Паркинг,Исток,,
10259,64000€,41.978187,21.427388,3,67m²,Централно,4кат,ВоЗграда,Нов,Празен,Не,,2Балкони,1,Да,Нема,Југозапад,DebarMaalo,
10260,23000€,42.132926,21.715878,2,40m²,Друго,2кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,1,Да,1Паркинг,Североисток,BozidarMickovik16/8,2012
10261,63000€,41.949632,21.502494,3,76m²,Централно,1кат,ВоЗграда,Стар,Празен,Не,,2Балкони,1,Да,Повеќеод3паркингместа,Исток,Aerodrom,
10262,120000€,41.9870695865131,21.4519291484375,4,95m²,Централно,3кат,ВоЗграда,Нов,Наместен,Да,,2Балкони,2,Да,2Паркингместа,Југозапад,,
10263,60000€,41.346182,21.553379,3,56m²,Струја,3кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Да,Нема,Југоисток,BulGoceDelcev(talijazazavesi)1vlez,2012
10264,По договор,40.9458731899115,20.9012133727083,3,50m²,Дрва,2кат,,,,,,,,,,,,
10265,1€,41.9873277688446,21.4481172524393,3,87m²,Централно,4кат,ВоЗграда,Стар,Наместен,Да,,Тераса+1Балкон,1,Не,1Паркинг,Северозапад,Анастасмитревбр27,
10266,1€,42.0105085285778,20.9775731377163,3,64m²,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,,1Балкон,1,Не,Нема,Североисток,Tetovo,
10267,115000€,41.9870695865131,21.4519291484375,4,100m²,Централно,6кат,ВоЗграда,Реновиран,Луксузен,Да,1986,Тераса+1Балкон,2,Не,1Паркинг,Север,NarodenFront33,2016
10268,2€,41.9855291274933,21.4515594202697,2,55m²,Централно,2кат,ВоЗграда,Нов,Празен,Да,2019,1Балкон,1,Не,Нема,Запад,Aerodrom,
10269,1€,41.9870695865131,21.4519291484375,3,67m²,Струја,5кат,ВоЗграда,Реновиран,Полунаместен,Не,,1Балкон,1,Да,1Паркинг,Запад,Karpos2,
10270,73000€,41.9870695865131,21.4519291484375,3,88m²,Централно,3кат,ВоЗграда,Стар,Празен,Да,,2Балкони,2,Да,1Паркинг,Исток,,
10271,350€,41.931839,21.502835,3,70m²,Струја,Сутеренстан,Вокуќа,Нов,Наместен,Не,,1Балкон,1,Не,2Паркингместа,Југ,улСаса,
10272,910€,41.949632,21.502494,3,81m²,Централно,1кат,ВоЗграда,Реновиран,Празен,Не,,1Балкон,2,Да,1Паркинг,Југозапад,,
10273,1€,41.931839,21.502835,3,60m²,Централно,6кат,ВоЗграда,Нов,Наместен,Да,,1Балкон,1,Не,Нема,Исток,rasadnikkvoda,
10274,По договор,41.9870695865131,21.4519291484375,2,55m²,Соларнаенергија,1кат,ВоЗграда,Нов,Празен,Да,,1Балкон,1,Не,1Паркинг,Исток,,
10275,42000€,41.9870695865131,21.4519291484375,1,31m²,Струја,7кат,ВоЗграда,Нов,Наместен,Да,,1Тераса,1,Не,Нема,Југ,,
10276,95000€,41.9931139141826,21.404269812959,4,72m²,Централно,2кат,ВоЗграда,Нов,Наместен,Не,,1Балкон,2,Да,Гаража+1Паркинг,Исток,UlLovkenska38/3KozleSkopje,
10277,1150€,41.9870695865131,21.4519291484375,4,136m²,Централно,3кат,ВоЗграда,Нов,Празен,Не,,2Балкони,2,Не,1Паркинг,Југоисток,,
10278,250€,41.9870695865131,21.4519291484375,3,85m²,Централно,1кат,ВоЗграда,Стар,Празен,Не,,Тераса+1Балкон,2,Не,1Паркинг,Североисток,,
10279,92000€,41.9870695865131,21.4519291484375,3,92m²,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,,1Балкон,2,Не,1Паркинг,Југ,,
10280,1€,41.931839,21.502835,2,54m²,Нема,Приземје,ВоЗграда,Стар,Празен,Не,,1Балкон,1,Да,1Паркинг,Исток,,
10281,75000€,41.9870695865131,21.4519291484375,4,169m²,Струја,6кат,ВоЗграда,Нов,Празен,Да,,2Балкони,2,Не,1Паркинг,Североисток,,
10282,800€,41.0279599150237,21.3253104686737,3,61m²,Струја,2кат,ВоЗграда,Воградба,Празен,Не,2018,1Балкон,1,Не,1Паркинг,Југ,PecoBozinovski24,
