,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација
277,105000,41.931839,21.502835,3.0,87,Централно,6кат,ВоЗграда,Нов,Празен,Да,1Балкон,2,Не,Нема,Југоисток
278,117000,41.949632,21.502494,3.0,84,Струја,3кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,2,Да,Нема,Југоисток
279,14999,41.51282,20.96083,1.0,22,Струја,Приземје,ВоЗграда,Реновиран,Наместен,Не,Нема,1,Не,1Паркинг,Југ
280,75000,41.991502,21.39781,2.0,54,Друго,2кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Гаража,Исток
281,58500,41.949632,21.502494,3.0,65,Централно,5кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Исток
282,33000,42.009423,20.971549,2.0,44,Струја,2кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,1Паркинг,Исток
283,137000,41.9870695865131,21.4519291484375,4.0,133,Струја,1кат,ВоЗграда,Нов,Наместен,Да,2Балкони,2,Не,Нема,Север
284,50000,41.991502,21.39781,1.0,44,Централно,Приземје,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,Нема,Југоисток
285,75500,41.9870695865131,21.4519291484375,3.0,83,Струја,2кат,ВоЗграда,Стар,Наместен,Да,2Балкони,1,Да,1Паркинг,Исток
286,115000,41.9870695865131,21.4519291484375,3.0,84,Централно,3кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Да,2Паркингместа,Југ
287,240900,41.991502,21.39781,6.0,219,Струја,2кат,ВоЗграда,Нов,Полунаместен,Не,2Балкони,2,Да,Гаража+1Паркинг,Североисток
288,200000,41.9870695865131,21.4519291484375,5.0,180,Централно,Приземје,ВоЗграда,Нов,Наместен,Да,1Балкон,2,Не,1Гаража,Југоисток
289,74200,41.991502,21.39781,2.0,53,Друго,3кат,ВоЗграда,Воградба,Празен,Да,1Балкон,1,Не,Нема,Запад
290,160000,41.9870695865131,21.4519291484375,4.0,90,Централно,5кат,ВоЗграда,Реновиран,Наместен,Не,2Балкони,1,Да,1Паркинг,Југ
291,160000,41.9870695865131,21.4519291484375,3.0,97,Друго,Приземје,ВоЗграда,Нов,Луксузен,Да,1Балкон,2,Не,1Паркинг,Југоисток
292,100000,41.931839,21.502835,3.0,63,Струја,2кат,ВоЗграда,Нов,Наместен,Не,1Балкон,1,Не,1Паркинг,Запад
293,49000,42.0045629242101,21.4635538423081,3.0,56,Централно,Приземје,ВоЗграда,Стар,Наместен,Не,Нема,1,Да,Нема,Југоисток
294,60000,41.9870695865131,21.4519291484375,2.0,39,Централно,Приземје,ВоЗграда,Нов,Наместен,Да,Нема,1,Не,1Гаража,Исток
295,90000,41.9870695865131,21.4519291484375,3.0,63,Струја,2кат,ВоЗграда,Нов,Наместен,Не,1Балкон,1,Да,1Паркинг,Југозапад
296,104400,41.9870695865131,21.4519291484375,3.0,78,Централно,11кат,ВоЗграда,Стар,Празен,Да,1Балкон,2,Да,1Паркинг,Југ
297,29000,41.9787032734543,21.4389563458931,1.0,29,Струја,Приземје,ВоЗграда,Реновиран,Празен,Да,Нема,1,Не,1Паркинг,Југ
298,120000,41.111733,20.798579,6.0,120,Струја,1кат,ВоЗграда,Нов,Наместен,Да,Тераса+3Балкони,2,Да,1Паркинг,Југ
299,51500,41.931839,21.502835,1.0,41,Друго,Приземје,ВоЗграда,Нов,Наместен,Да,1Тераса,1,Не,1Паркинг,Исток
300,120000,41.111733,20.798579,6.0,120,Струја,1кат,ВоЗграда,Нов,Наместен,Не,Тераса+3Балкони,2,Да,1Паркинг,Југ
301,88000,41.9870695865131,21.4519291484375,3.0,55,Струја,5кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,Нема,Југоисток
302,85000,41.111733,20.798579,3.0,83,Друго,2кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Не,1Паркинг,Југоисток
303,45000,42.009423,20.971549,3.0,60,Струја,3кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Да,Повеќеод3паркингместа,Југоисток
304,110000,42.009423,20.971549,4.0,105,Струја,Приземје,ВоЗграда,Нов,Празен,Да,1Балкон,2,Не,Гаража+1Паркинг,Југ
305,99990,42.009423,20.971549,4.0,105,Струја,2кат,ВоЗграда,Реновиран,Наместен,Не,Тераса+2Балкони,2,Да,1Паркинг,Исток
306,72000,41.931839,21.502835,2.0,62,Централно,2кат,ВоЗграда,Стар,Празен,Да,2Балкони,1,Да,1Паркинг,Југоисток
307,48000,41.931839,21.502835,4.0,60,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,Нема,Југозапад
308,65000,41.931839,21.502835,1.0,69,Централно,3кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,1Паркинг,Запад
309,88000,41.9870695865131,21.4519291484375,3.0,88,Централно,12кат,ВоЗграда,Стар,Празен,Да,2Балкони,1,Да,1Паркинг,Североисток
310,112000,41.9870695865131,21.4519291484375,4.0,107,Централно,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,2,Да,Нема,Југоисток
311,85500,41.9870695865131,21.4519291484375,3.0,65,Струја,Приземје,ВоЗграда,Нов,Полунаместен,Да,1Балкон,2,Не,Нема,Југозапад
312,96500,41.9870695865131,21.4519291484375,3.0,91,Струја,2кат,ВоЗграда,Стар,Празен,Да,Тераса+1Балкон,2,Да,1Паркинг,Северозапад
313,41500,41.111733,20.798579,3.0,62,Нема,4кат,ВоЗграда,Стар,Полунаместен,Не,1Балкон,1,Да,1Паркинг,Запад
314,41000,41.931839,21.502835,2.0,48,Струја,2кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Не,1Паркинг,Југ
315,52800,41.111733,20.798579,1.0,32,Струја,Приземје,ВоЗграда,Нов,Наместен,Не,1Балкон,1,Не,1Паркинг,Исток
316,62000,41.0357172723304,21.3403934575708,3.0,80,Струја,1кат,ВоЗграда,Реновиран,Полунаместен,Не,3Балкони,1,Да,1Гаража,Југоисток
317,85000,41.111733,20.798579,5.0,102,Струја,2кат,ВоЗграда,Нов,Полунаместен,Не,2Балкони,2,Не,1Паркинг,Југозапад
318,51000,41.031728,21.329358,3.0,61,Струја,1кат,ВоЗграда,Нов,Полунаместен,Не,1Балкон,1,Да,1Паркинг,Североисток
319,55000,42.00877,21.45126,2.0,61,Централно,8кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Не,1Паркинг,Југоисток
320,64000,41.931839,21.502835,2.0,61,Централно,Приземје,ВоЗграда,Стар,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
321,99000,41.931839,21.502835,3.0,94,Централно,Приземје,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Не,1Паркинг,Исток
322,80000,41.9870695865131,21.4519291484375,3.0,80,Централно,2кат,ВоЗграда,Стар,Наместен,Не,2Балкони,1,Да,Нема,Запад
323,56900,41.346182,21.553379,4.0,90,Друго,2кат,Вокуќа,Реновиран,Наместен,Не,Тераса+1Балкон,1,Да,1Паркинг,Југ
324,95000,41.9870695865131,21.4519291484375,4.0,82,Струја,2кат,ВоЗграда,Нов,Полунаместен,Не,Тераса+1Балкон,2,Не,2Паркингместа,Североисток
325,80000,42.132926,21.715878,6.0,110,Струја,3кат,ВоЗграда,Реновиран,Празен,Не,3Балкони,2,Да,1Паркинг,Исток
326,38500,41.111733,20.798579,2.0,56,Друго,3кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Не,1Паркинг,Исток
327,80000,41.9870695865131,21.4519291484375,2.0,52,Друго,3кат,ВоЗграда,Реновиран,Наместен,Да,1Тераса,1,Не,1Паркинг,Запад
328,67000,41.9870695865131,21.4519291484375,3.0,64,Централно,1кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,1Паркинг,Североисток
329,69000,41.9870695865131,21.4519291484375,3.0,69,Централно,3кат,ВоЗграда,Реновиран,Наместен,Не,2Балкони,1,Не,1Паркинг,Северозапад
330,66500,41.931839,21.502835,2.0,57,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Гаража,Исток
331,60000,41.9870695865131,21.4519291484375,2.0,53,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Северозапад
332,58500,41.931839,21.502835,2.0,52,Централно,2кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,1Паркинг,Југоисток
333,80000,41.931839,21.502835,3.0,92,Централно,4кат,ВоЗграда,Стар,Празен,Да,3Балкони,1,Не,1Паркинг,Југоисток
334,36500,41.111733,20.798579,1.0,17,Нема,Приземје,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
335,78000,42.009423,20.971549,3.0,78,Струја,2кат,ВоЗграда,Нов,Полунаместен,Не,1Балкон,1,Не,1Паркинг,Север
336,38000,41.031728,21.329358,5.0,56,Струја,4кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Да,Нема,Југ
337,54000,42.013646,21.32586,2.0,43,Друго,7кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Југ
338,52000,41.111733,20.798579,2.0,47,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,2Балкони,2,Не,2Паркингместа,Југ
339,56400,41.111733,20.798579,2.0,47,Струја,1кат,ВоЗграда,Нов,Празен,Не,1Тераса,1,Не,1Паркинг,Североисток
340,68000,41.111733,20.798579,3.0,71,Струја,4кат,ВоЗграда,Нов,Празен,Да,2Балкони,1,Не,1Паркинг,Југозапад
341,39500,42.009423,20.971549,2.0,59,Друго,7кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Да,1Паркинг,Југ
342,94999,42.009423,20.971549,3.0,92,Друго,1кат,ВоЗграда,Реновиран,Наместен,Не,Тераса+1Балкон,2,Да,1Паркинг,Југ
343,33000,42.009423,20.971549,2.0,44,Друго,2кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,1Паркинг,Југозапад
344,50000,42.009423,20.971549,2.0,66,Друго,7кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,1Паркинг,Југозапад
345,77999,42.009423,20.971549,3.0,72,Друго,Приземје,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,1Паркинг,Југ
346,58000,41.9870695865131,21.4519291484375,3.0,62,Централно,11кат,ВоЗграда,Реновиран,Празен,Да,1Тераса,1,Не,Повеќеод3паркингместа,Исток
347,130000,41.9902823142559,21.4196062088013,5.0,98,Струја,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,2,Да,Гаража+1Паркинг,Југозапад
348,58000,41.9870695865131,21.4519291484375,2.0,62,Централно,1кат,ВоЗграда,Реновиран,Празен,Не,1Тераса,1,Не,Повеќеод3паркингместа,Исток
349,120000,41.978187,21.427388,4.0,100,Струја,1кат,ВоЗграда,Нов,Полунаместен,Не,1Балкон,1,Не,1Паркинг,Југоисток
350,40000,41.5199529631487,20.9528102180791,3.0,67,Дрва,3кат,ВоЗграда,Стар,Празен,Не,1Тераса,1,Да,1Паркинг,Запад
351,100000,42.0045108557271,21.4108622074127,4.0,85,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,2Балкони,1,Да,Повеќеод3паркингместа,Југ
352,100000,42.0045516797806,21.4109099088287,4.0,85,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,2Балкони,1,Да,Повеќеод3паркингместа,Југ
353,56000,41.931839,21.502835,2.0,59,Централно,5кат,ВоЗграда,Стар,Празен,Да,1Балкон,1,Да,Нема,Запад
354,71000,41.9870695865131,21.4519291484375,4.0,66,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Да,1Паркинг,Северозапад
355,67000,41.931839,21.502835,4.0,80,Струја,3кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,1Паркинг,Запад
356,46500,41.9870695865131,21.4519291484375,1.0,34,Централно,Приземје,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Паркинг,Југоисток
357,52500,41.931839,21.502835,2.0,53,Централно,3кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,2Паркингместа,Северозапад
358,72500,41.9870695865131,21.4519291484375,4.0,83,Централно,1кат,ВоЗграда,Реновиран,Празен,Да,Нема,1,Не,1Паркинг,Северозапад
359,84000,41.9870695865131,21.4519291484375,3.0,3,Централно,4кат,ВоЗграда,Стар,Празен,Не,1Тераса,2,Не,1Паркинг,Југ
360,78000,41.9870695865131,21.4519291484375,2.0,52,Друго,>15кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Североисток
361,93000,41.9870695865131,21.4519291484375,2.0,63,Централно,1кат,ВоЗграда,Нов,Наместен,Да,1Балкон,2,Не,1Паркинг,Исток
362,55000,41.9870695865131,21.4519291484375,2.0,41,Централно,7кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
363,107000,41.9870695865131,21.4519291484375,5.0,100,Централно,1кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,2Паркингместа,Југ
364,139500,41.9870695865131,21.4519291484375,4.0,93,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Балкон,2,Да,Нема,Северозапад
365,37000,41.993825,21.436139,2.0,51,Струја,3кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,1Паркинг,Исток
366,43500,42.012974110715,21.4383786284943,3.0,66,Централно,7кат,ВоЗграда,Реновиран,Полунаместен,Да,1Тераса,1,Да,Повеќеод3паркингместа,Северозапад
367,57000,41.949632,21.502494,4.0,81,Централно,5кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,1,Да,1Паркинг,Североисток
368,85700,41.949632,21.502494,3.0,68,Централно,>15кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,Нема,Југ
369,95000,41.949632,21.502494,3.0,99,Централно,Приземје,ВоЗграда,Стар,Празен,Да,2Балкони,2,Да,1Паркинг,Исток
370,76500,42.013646,21.32586,4.0,90,Друго,5кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Запад
371,180000,41.991502,21.39781,4.0,179,Друго,5кат,ВоЗграда,Реновиран,Празен,Да,1Тераса,Повеќеод2,Не,1Паркинг,Југозапад
372,92000,41.931839,21.502835,3.0,80,Централно,4кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Не,2Паркингместа,Исток
373,92400,41.931839,21.502835,3.0,77,Друго,3кат,ВоЗграда,Реновиран,Наместен,Да,1Тераса,2,Не,1Паркинг,Југозапад
374,187000,41.978187,21.427388,4.0,170,Друго,3кат,ВоЗграда,Реновиран,Празен,Да,Тераса+1Балкон,2,Не,2Паркингместа,Југозапад
375,81400,41.931839,21.502835,3.0,74,Друго,Приземје,ВоЗграда,Реновиран,Празен,Не,Нема,2,Не,1Паркинг,Југозапад
376,75000,42.013646,21.32586,4.0,111,Друго,4кат,ВоЗграда,Стар,Празен,Не,Тераса+1Балкон,2,Не,1Паркинг,Југ
377,135000,41.111733,20.798579,4.0,119,Струја,3кат,ВоЗграда,Реновиран,Наместен,Не,1Тераса,2,Да,1Паркинг,Југозапад
378,107250,41.111733,20.798579,3.0,65,Друго,Приземје,ВоЗграда,Нов,Наместен,Не,Нема,2,Не,1Паркинг,Југозапад
379,46000,41.111733,20.798579,2.0,55,Струја,4кат,ВоЗграда,Реновиран,Полунаместен,Не,1Тераса,1,Не,1Паркинг,Југозапад
380,72000,41.111733,20.798579,3.0,53,Струја,6кат,ВоЗграда,Реновиран,Наместен,Да,1Тераса,1,Не,1Паркинг,Југоисток
381,63000,41.111733,20.798579,2.0,70,Струја,4кат,ВоЗграда,Стар,Наместен,Не,2Балкони,2,Да,2Паркингместа,Северозапад
382,115000,41.9981534529864,21.399250563385,3.0,84,Централно,3кат,ВоЗграда,Воградба,Празен,Да,1Тераса,2,Не,Нема,Југ
383,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,2Паркингместа,Југ
384,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,2Паркингместа,Југ
385,35000,41.745515,22.19396,3.0,60,Дрва,1кат,ВоЗграда,Реновиран,Празен,Не,1Тераса,1,Не,Гаража+1Паркинг,Југоисток
386,76000,41.9870695865131,21.4519291484375,3.0,71,Централно,2кат,ВоЗграда,Стар,Празен,Да,2Балкони,2,Да,Нема,Југ
387,24000,41.993825,21.436139,2.0,36,Струја,5кат,ВоЗграда,Стар,Празен,Не,1Балкон,1,Не,Нема,Запад
388,130000,41.978187,21.427388,4.0,100,Централно,1кат,ВоЗграда,Стар,Наместен,Не,1Балкон,2,Да,Нема,Југозапад
389,85500,42.0065757032883,21.3930630683899,2.0,57,Централно,6кат,ВоЗграда,Нов,Наместен,Да,1Тераса,1,Не,1Паркинг,Север
390,81900,42.009423,20.971549,2.0,91,Струја,8кат,ВоЗграда,Нов,Луксузен,Да,2Балкони,2,Не,1Паркинг,Југозапад
391,99000,42.013646,21.32586,3.0,72,Друго,2кат,Вокуќа,Нов,Наместен,Не,3Балкони,1,Да,Нема,Југоисток
392,62000,41.111733,20.798579,2.0,40,Струја,3кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,1Паркинг,Југозапад
393,57000,41.9870695865131,21.4519291484375,4.0,79,Централно,5кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток
394,56000,41.9870695865131,21.4519291484375,3.0,51,Струја,2кат,ВоЗграда,Нов,Полунаместен,Не,1Балкон,1,Да,1Паркинг,Северозапад
395,76000,41.991502,21.39781,3.0,68,Централно,2кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Не,1Паркинг,Североисток
396,84000,41.949632,21.502494,3.0,61,Централно,1кат,ВоЗграда,Нов,Полунаместен,Да,1Балкон,1,Не,1Паркинг,Запад
397,58500,42.052075,21.450415,3.0,73,Струја,4кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,1Паркинг,Југоисток
398,130000,41.9992785243856,21.4237596826427,3.0,81,Струја,2кат,ВоЗграда,Нов,Наместен,Да,1Балкон,2,Не,Нема,Северозапад
399,105000,41.9870695865131,21.4519291484375,3.0,78,Централно,3кат,ВоЗграда,Стар,Празен,Да,3Балкони,2,Да,Повеќеод3паркингместа,Североисток
400,109000,41.9808709778433,21.4398918507493,3.0,99,Централно,1кат,ВоЗграда,Нов,Луксузен,Да,1Балкон,1,Да,2Паркингместа,Југ
401,111000,41.9870695865131,21.4519291484375,3.0,64,Централно,3кат,ВоЗграда,Нов,Наместен,Да,1Тераса,2,Не,1Гаража,Југозапад
402,45000,41.111733,20.798579,2.0,45,Струја,3кат,ВоЗграда,Реновиран,Полунаместен,Да,1Балкон,1,Не,Повеќеод3паркингместа,Запад
403,115000,41.9870695865131,21.4519291484375,3.0,73,Централно,3кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Да,Гаража+3Паркингместа,Североисток
404,78500,41.931839,21.502835,4.0,78,Централно,3кат,ВоЗграда,Стар,Полунаместен,Да,1Балкон,1,Не,1Паркинг,Исток
405,114000,41.949632,21.502494,3.0,84,Централно,3кат,ВоЗграда,Реновиран,Луксузен,Да,1Балкон,2,Да,1Паркинг,Југоисток
406,45500,41.031728,21.329358,4.0,63,Струја,Приземје,ВоЗграда,Стар,Празен,Да,1Балкон,1,Да,2Паркингместа,Северозапад
407,60000,42.009423,20.971549,2.0,69,Друго,8кат,ВоЗграда,Стар,Наместен,Да,1Балкон,1,Не,1Паркинг,Исток
408,52000,41.031728,21.329358,5.0,77,Струја,7кат,ВоЗграда,Стар,Наместен,Да,2Балкони,2,Не,1Паркинг,Исток
409,102000,41.931839,21.502835,3.0,107,Струја,4кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Не,1Паркинг,Југ
410,45000,41.931839,21.502835,2.0,50,Струја,1кат,ВоЗграда,Воградба,Празен,Да,1Балкон,1,Не,1Паркинг,Запад
411,42900,41.346182,21.553379,3.0,76,Нема,2кат,ВоЗграда,Стар,Полунаместен,Не,2Балкони,1,Да,1Паркинг,Запад
412,35000,42.009423,20.971549,2.0,61,Друго,9кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Да,1Паркинг,Југ
413,56500,42.009423,20.971549,3.0,67,Друго,8кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Да,1Паркинг,Југ
414,67999,42.009423,20.971549,3.0,113,Друго,1кат,ВоЗграда,Нов,Наместен,Да,2Балкони,2,Не,1Паркинг,Југ
415,114000,41.9870695865131,21.4519291484375,3.0,69,Централно,6кат,ВоЗграда,Нов,Луксузен,Да,1Балкон,1,Не,Нема,Југ
416,40000,41.991502,21.39781,1.0,29,Струја,Приземје,ВоЗграда,Стар,Полунаместен,Да,Нема,1,Не,Нема,Југ
417,97000,41.991502,21.39781,4.0,118,Централно,14кат,ВоЗграда,Стар,Празен,Да,2Балкони,2,Да,Повеќеод3паркингместа,Северозапад
418,85500,41.9870695865131,21.4519291484375,2.0,57,Друго,1кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,Нема,Југозапад
419,90000,41.9870695865131,21.4519291484375,3.0,74,Струја,1кат,ВоЗграда,Нов,Празен,Не,1Балкон,1,Не,1Паркинг,Северозапад
420,58000,41.931839,21.502835,2.0,51,Струја,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Исток
421,81000,41.9870695865131,21.4519291484375,3.0,54,Централно,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Гаража,Исток
422,120000,41.931839,21.502835,3.0,79,Струја,2кат,ВоЗграда,Реновиран,Полунаместен,Не,2Балкони,1,Да,1Паркинг,Исток
423,61500,41.991502,21.39781,3.0,63,Централно,3кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југозапад
424,149000,41.9870695865131,21.4519291484375,3.0,106,Струја,2кат,ВоЗграда,Нов,Празен,Да,2Балкони,2,Не,3Паркингместа,Северозапад
425,88000,41.931839,21.502835,3.0,96,Струја,7кат,ВоЗграда,Реновиран,Полунаместен,Да,1Балкон,2,Не,1Паркинг,Исток
426,57000,41.9870695865131,21.4519291484375,2.0,51,Централно,3кат,ВоЗграда,Нов,Празен,Да,1Тераса,1,Не,Повеќеод3паркингместа,Исток
427,37000,41.031728,21.329358,3.0,71,Струја,4кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Гаража+1Паркинг,Запад
428,55000,41.1183610645752,20.8108581528702,2.0,65,Струја,2кат,ВоЗграда,Нов,Празен,Не,1Балкон,1,Не,1Паркинг,Југоисток
429,48000,41.1183509613276,20.8108688817062,2.0,56,Струја,3кат,ВоЗграда,Нов,Празен,Не,1Тераса,1,Не,1Паркинг,Југоисток
430,206000,41.9870695865131,21.4519291484375,5.0,206,Струја,3кат,ВоЗграда,Нов,Полунаместен,Не,1Тераса,Повеќеод2,Не,1Гаража,Југ
431,160000,41.9870695865131,21.4519291484375,4.0,110,Централно,1кат,ВоЗграда,Стар,Празен,Не,1Балкон,2,Да,2Паркингместа,Североисток
432,43500,42.0129741107149,21.4383625352402,3.0,54,Централно,7кат,ВоЗграда,Реновиран,Празен,Да,1Тераса,1,Да,Повеќеод3паркингместа,Северозапад
433,95000,41.9870695865131,21.4519291484375,3.0,99,Струја,Приземје,ВоЗграда,Стар,Полунаместен,Да,2Балкони,2,Да,1Паркинг,Исток
434,60000,41.715954,21.770997,4.0,80,Струја,1кат,ВоЗграда,Нов,Полунаместен,Да,2Балкони,2,Да,1Паркинг,Југозапад
435,55000,41.993825,21.436139,3.0,68,Струја,8кат,ВоЗграда,Реновиран,Полунаместен,Да,2Балкони,1,Да,Повеќеод3паркингместа,Југозапад
436,64500,41.9870695865131,21.4519291484375,2.0,43,Централно,7кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Да,1Паркинг,Југоисток
437,72000,41.9870695865131,21.4519291484375,3.0,72,Централно,2кат,ВоЗграда,Стар,Наместен,Да,1Балкон,1,Не,1Паркинг,Запад
438,51800,41.9870695865131,21.4519291484375,2.0,37,Струја,10кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Паркинг,Исток
439,72000,41.9870695865131,21.4519291484375,3.0,80,Централно,6кат,ВоЗграда,Стар,Празен,Да,Тераса+1Балкон,1,Да,Нема,Исток
440,71500,41.9870695865131,21.4519291484375,3.0,66,Струја,Приземје,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Не,1Паркинг,Исток
441,72500,41.931839,21.502835,2.0,50,Струја,4кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Паркинг,Север
442,58000,41.9870695865131,21.4519291484375,2.0,48,Струја,3кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Не,Нема,Исток
443,62500,41.9870695865131,21.4519291484375,1.0,44,Струја,Поткровје,ВоЗграда,Нов,Празен,Да,1Тераса,1,Да,1Гаража,Југоисток
444,103500,41.931839,21.502835,3.0,97,Централно,3кат,ВоЗграда,Реновиран,Празен,Да,3Балкони,2,Не,1Паркинг,Запад
445,60000,41.9870695865131,21.4519291484375,2.0,40,Централно,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Исток
446,74000,41.9870695865131,21.4519291484375,3.0,67,Централно,1кат,ВоЗграда,Реновиран,Празен,Да,1Тераса,1,Не,Нема,Исток
447,76000,41.931839,21.502835,3.0,72,Централно,2кат,ВоЗграда,Стар,Полунаместен,Да,2Балкони,2,Да,Нема,Југоисток
448,57000,41.931839,21.502835,2.0,55,Струја,Приземје,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
449,61000,41.991502,21.39781,2.0,54,Централно,4кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југ
450,65000,41.9870695865131,21.4519291484375,4.0,78,Централно,5кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Не,1Паркинг,Запад
451,94000,41.9870695865131,21.4519291484375,4.0,100,Централно,Поткровје,ВоЗграда,Реновиран,Полунаместен,Да,3Балкони,2,Да,Нема,Југоисток
452,94000,41.9870695865131,21.4519291484375,4.0,102,Централно,3кат,ВоЗграда,Реновиран,Полунаместен,Не,2Балкони,2,Да,Гаража+Повеќеод3паркингместа,Исток
453,96000,41.9870695865131,21.4519291484375,4.0,120,Струја,5кат,ВоЗграда,Стар,Наместен,Не,2Балкони,2,Не,1Паркинг,Исток
454,65000,41.9870695865131,21.4519291484375,3.0,71,Централно,8кат,ВоЗграда,Стар,Наместен,Да,Нема,1,Да,1Паркинг,Исток
455,48500,41.9870695865131,21.4519291484375,2.0,65,Централно,1кат,ВоЗграда,Стар,Празен,Да,2Балкони,1,Да,Нема,Запад
456,70000,41.9870695865131,21.4519291484375,2.0,50,Централно,4кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,Нема,Североисток
457,85000,41.9870695865131,21.4519291484375,2.0,98,Централно,2кат,ВоЗграда,Стар,Празен,Да,3Балкони,2,Да,Нема,Југ
458,83000,42.0025521674522,21.4660694318207,3.0,83,Централно,10кат,ВоЗграда,Реновиран,Полунаместен,Да,Нема,2,Да,Повеќеод3паркингместа,Југозапад
459,130000,41.978187,21.427388,4.0,120,Друго,3кат,ВоЗграда,Стар,Празен,Не,2Балкони,2,Да,Повеќеод3паркингместа,Југ
