,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Греење,Спрат,Типнастанот,Состојба,Опрема,Лифт,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација
460,33000,41.9870695865131,21.4519291484375,2.0,60,Струја,4кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Не,Повеќеод3паркингместа,Југ
461,172000,41.978187,21.427388,5.0,176,Струја,2кат,ВоЗграда,Нов,Празен,Не,2Балкони,Повеќеод2,Не,2Паркингместа,Исток
462,65000,41.931839,21.502835,3.0,70,Струја,Приземје,ВоЗграда,Стар,Празен,Да,1Балкон,1,Да,1Паркинг,Југ
463,60000,41.9870695865131,21.4519291484375,2.0,40,Централно,4кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,1Паркинг,Југ
464,36000,41.9870695865131,21.4519291484375,1.0,30,Централно,3кат,ВоЗграда,Реновиран,Празен,Да,Нема,1,Да,Нема,Исток
465,106250,41.9992842884363,21.3878643689728,4.0,85,Струја,4кат,ВоЗграда,Нов,Празен,Не,Тераса+1Балкон,2,Не,1Гаража,Југоисток
466,106250,41.9992125298777,21.3887012181854,4.0,85,Струја,4кат,ВоЗграда,Нов,Наместен,Не,Тераса+1Балкон,2,Не,1Паркинг,Југозапад
467,85050,42.0101314399778,21.3723616568792,3.0,81,Струја,2кат,ВоЗграда,Нов,Празен,Да,2Балкони,1,Не,Нема,Југ
468,59000,42.013646,21.32586,3.0,57,Струја,Приземје,ВоЗграда,Нов,Полунаместен,Не,1Балкон,1,Не,1Гаража,Исток
469,118400,41.9870695865131,21.4519291484375,3.0,74,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Тераса,1,Да,1Гаража,Југоисток
470,76800,41.9870695865131,21.4519291484375,2.0,48,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Гаража,Југозапад
471,105600,41.9870695865131,21.4519291484375,3.0,66,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Гаража,Североисток
472,60800,41.9870695865131,21.4519291484375,2.0,38,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Гаража,Северозапад
473,59200,41.9870695865131,21.4519291484375,2.0,37,Централно,6кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Гаража,Северозапад
474,63000,41.9870695865131,21.4519291484375,2.0,56,Централно,3кат,ВоЗграда,Реновиран,Празен,Да,Нема,1,Не,Нема,Југ
475,35000,41.031728,21.329358,2.0,43,Струја,2кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Да,1Паркинг,Југозапад
476,60000,41.111733,20.798579,3.0,70,Друго,6кат,ВоЗграда,Реновиран,Полунаместен,Да,2Балкони,1,Да,2Паркингместа,Исток
477,47500,41.9870695865131,21.4519291484375,1.0,37,Друго,1кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,Нема,Северозапад
478,200000,41.978187,21.427388,4.0,114,Друго,5кат,ВоЗграда,Нов,Луксузен,Да,1Балкон,1,Не,1Паркинг,Југозапад
479,95000,42.013646,21.32586,4.0,82,Струја,2кат,ВоЗграда,Нов,Наместен,Не,1Балкон,2,Не,1Паркинг,Југ
480,38000,41.9870695865131,21.4519291484375,1.0,38,Нема,4кат,ВоЗграда,Стар,Празен,Не,1Тераса,1,Не,Повеќеод3паркингместа,Североисток
481,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,2Паркингместа,Југ
482,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,1Паркинг,Југ
483,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,1Паркинг,Југ
484,124000,41.111733,20.798579,4.0,124,Централно,3кат,ВоЗграда,Нов,Наместен,Да,1Тераса,Повеќеод2,Не,2Паркингместа,Југозапад
485,90000,41.9870695865131,21.4519291484375,3.0,66,Централно,7кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Паркинг,Североисток
486,44150,42.013646,21.32586,2.0,51,Струја,5кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
487,120000,41.978187,21.427388,4.0,100,Струја,1кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,2,Не,1Гаража,Југоисток
488,53000,41.993825,21.436139,3.0,69,Струја,Поткровје,ВоЗграда,Реновиран,Наместен,Не,1Тераса,1,Да,2Паркингместа,Запад
489,32000,41.031728,21.329358,2.0,54,Струја,4кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Да,1Паркинг,Југозапад
490,36990,42.009423,20.971549,3.0,68,Струја,4кат,ВоЗграда,Стар,Наместен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Север
491,62000,42.0186162783122,21.4415985946418,2.0,70,Струја,3кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Да,1Гаража,Исток
492,74500,42.009423,20.971549,3.0,58,Централно,1кат,ВоЗграда,Реновиран,Полунаместен,Не,1Балкон,2,Да,Повеќеод3паркингместа,Север
493,63500,42.009423,20.971549,3.0,74,Струја,6кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Да,1Паркинг,Исток
494,40000,41.031728,21.329358,2.0,60,Струја,2кат,ВоЗграда,Стар,Наместен,Да,1Балкон,1,Да,1Паркинг,Југозапад
495,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,1Паркинг,Југ
496,83000,41.111733,20.798579,4.0,83,Струја,1кат,ВоЗграда,Нов,Празен,Да,2Балкони,2,Не,1Паркинг,Северозапад
497,63000,41.9870695865131,21.4519291484375,3.0,69,Централно,2кат,ВоЗграда,Стар,Празен,Не,2Балкони,1,Не,1Паркинг,Исток
498,82000,41.9870695865131,21.4519291484375,3.0,74,Централно,Приземје,ВоЗграда,Реновиран,Наместен,Да,2Балкони,1,Не,1Паркинг,Североисток
499,77500,41.9870695865131,21.4519291484375,3.0,62,Централно,4кат,ВоЗграда,Нов,Празен,Да,Нема,1,Не,1Паркинг,Северозапад
500,93000,41.9870695865131,21.4519291484375,3.0,66,Централно,7кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,1Паркинг,Исток
501,60000,41.9870695865131,21.4519291484375,4.0,74,Централно,4кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,2,Не,Нема,Југ
502,86500,41.931839,21.502835,3.0,78,Централно,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,2,Да,Нема,Исток
503,80000,41.978187,21.427388,3.0,75,Централно,1кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,2,Да,1Паркинг,Југ
504,69000,41.991502,21.39781,3.0,81,Друго,4кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Да,1Паркинг,Југ
505,60000,41.9870695865131,21.4519291484375,2.0,55,Централно,3кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток
506,70000,41.9870695865131,21.4519291484375,3.0,68,Централно,14кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,2,Не,Повеќеод3паркингместа,Југ
507,42000,41.9870695865131,21.4519291484375,3.0,57,Централно,5кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток
508,79000,41.978187,21.427388,2.0,50,Друго,4кат,ВоЗграда,Нов,Наместен,Не,1Балкон,1,Не,1Паркинг,Југозапад
509,60000,41.9870695865131,21.4519291484375,3.0,73,Централно,3кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,2,Да,Повеќеод3паркингместа,Југ
510,78000,41.978187,21.427388,2.0,65,Централно,5кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Да,1Паркинг,Југ
511,67000,41.978187,21.427388,3.0,64,Централно,Приземје,ВоЗграда,Стар,Празен,Не,Тераса+1Балкон,1,Да,Повеќеод3паркингместа,Југоисток
512,54000,41.9870695865131,21.4519291484375,2.0,54,Централно,4кат,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југ
513,63000,41.9870695865131,21.4519291484375,3.0,57,Централно,5кат,ВоЗграда,Реновиран,Наместен,Да,1Балкон,1,Не,Повеќеод3паркингместа,Југ
514,71000,41.9870695865131,21.4519291484375,3.0,63,Централно,4кат,ВоЗграда,Реновиран,Наместен,Не,1Балкон,1,Да,Повеќеод3паркингместа,Југоисток
515,76000,41.9870695865131,21.4519291484375,3.0,62,Централно,5кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Да,1Паркинг,Југ
516,135000,41.931839,21.502835,2.0,77,Струја,Приземје,ВоЗграда,Нов,Наместен,Не,1Балкон,2,Не,1Паркинг,Југ
517,94500,41.978187,21.427388,3.0,64,Друго,2кат,ВоЗграда,Нов,Празен,Не,1Балкон,1,Да,Нема,Исток
518,48500,41.949632,21.502494,2.0,50,Централно,6кат,ВоЗграда,Реновиран,Празен,Да,1Балкон,1,Да,Повеќеод3паркингместа,Северозапад
519,159000,41.978187,21.427388,3.0,105,Централно,2кат,ВоЗграда,Реновиран,Наместен,Да,2Балкони,2,Не,1Гаража,Југ
520,85000,41.978187,21.427388,2.0,50,Централно,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Исток
521,124250,41.9870695865131,21.4519291484375,3.0,71,Централно,1кат,ВоЗграда,Нов,Празен,Да,2Балкони,2,Не,1Паркинг,Југ
522,63000,41.9870695865131,21.4519291484375,1.0,65,Централно,3кат,ВоЗграда,Стар,Празен,Да,2Балкони,1,Да,1Паркинг,Запад
523,85000,41.978187,21.427388,2.0,50,Централно,1кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Северозапад
524,99750,41.949632,21.502494,2.0,95,Централно,1кат,ВоЗграда,Реновиран,Полунаместен,Да,1Балкон,2,Не,1Паркинг,Југоисток
525,62000,41.931839,21.502835,2.0,68,Друго,1кат,ВоЗграда,Нов,Наместен,Да,1Балкон,1,Не,Нема,Југ
526,56000,41.991502,21.39781,2.0,46,Централно,Приземје,ВоЗграда,Реновиран,Празен,Не,1Балкон,1,Да,Нема,Исток
527,46800,41.9869130848309,21.4626556634903,1.0,36,Централно,2кат,ВоЗграда,Стар,Полунаместен,Да,Нема,1,Не,1Паркинг,Исток
528,54000,41.9870695865131,21.4519291484375,2.0,51,Централно,3кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,Нема,Север
529,95000,41.993825,21.436139,3.0,91,Струја,1кат,Вокуќа,Реновиран,Наместен,Не,1Балкон,1,Да,2Паркингместа,Запад
530,80000,42.005289354814,21.4624405596523,3.0,67,Централно,2кат,ВоЗграда,Нов,Празен,Да,1Тераса,2,Не,1Гаража,Североисток
531,105000,41.991502,21.39781,3.0,82,Централно,4кат,ВоЗграда,Реновиран,Празен,Да,2Балкони,2,Да,1Паркинг,Југ
532,61800,41.9870695865131,21.4519291484375,1.0,38,Централно,Приземје,ВоЗграда,Нов,Празен,Да,Нема,1,Не,1Паркинг,Североисток
533,59950,41.949632,21.502494,2.0,44,Друго,6кат,ВоЗграда,Нов,Празен,Да,1Балкон,1,Не,1Паркинг,Североисток
534,47500,42.00877,21.45126,2.0,45,Централно,7кат,ВоЗграда,Нов,Полунаместен,Да,1Балкон,1,Не,1Паркинг,Север
535,49000,42.003425,21.463615,3.0,65,Централно,Приземје,ВоЗграда,Стар,Празен,Не,1Балкон,1,Да,1Паркинг,Југоисток
